55834574848,FIELD_IDENTIFIER,2,,,isConfigured,isConfigured,25,14,,,2
55834576205,FIELD_IDENTIFIER,2,,,on,on,9,28,,,2
55834576206,FIELD_IDENTIFIER,2,,,log,log,12,32,,,2
55834576207,FIELD_IDENTIFIER,2,,,connect,connect,30,44,,,2
55834576208,FIELD_IDENTIFIER,2,,,query,query,32,47,,,2
55834576209,FIELD_IDENTIFIER,2,,,log,log,12,48,,,2
55834576210,FIELD_IDENTIFIER,2,,,rows,rows,64,48,,,2
55834576211,FIELD_IDENTIFIER,2,,,now,now,72,48,,,2
55834576212,FIELD_IDENTIFIER,2,,,release,release,11,50,,,2
55834576213,FIELD_IDENTIFIER,2,,,error,error,12,52,,,2
55834576214,FIELD_IDENTIFIER,2,,,message,message,57,52,,,2
55834576215,FIELD_IDENTIFIER,2,,,end,end,15,62,,,2
55834576216,FIELD_IDENTIFIER,2,,,log,log,12,64,,,2
55834576217,FIELD_IDENTIFIER,2,,,Pool,Pool,0,2,,,2
55834576218,FIELD_IDENTIFIER,2,,,getPool,getPool,0,9,,,2
55834576219,FIELD_IDENTIFIER,2,,,connectDB,connectDB,0,41,,,2
55834576220,FIELD_IDENTIFIER,2,,,closeDB,closeDB,0,60,,,2
55834576221,FIELD_IDENTIFIER,2,,,getPool,getPool,17,68,,,2
55834576222,FIELD_IDENTIFIER,2,,,connectDB,connectDB,26,68,,,2
55834576223,FIELD_IDENTIFIER,2,,,closeDB,closeDB,37,68,,,2
55834576224,FIELD_IDENTIFIER,2,,,log,log,12,11,,,2
55834576225,FIELD_IDENTIFIER,2,,,join,join,25,14,,,2
55834576226,FIELD_IDENTIFIER,2,,,readFileSync,readFileSync,19,15,,,2
55834576227,FIELD_IDENTIFIER,2,,,query,query,15,18,,,2
55834576228,FIELD_IDENTIFIER,2,,,log,log,12,20,,,2
55834576229,FIELD_IDENTIFIER,2,,,log,log,12,21,,,2
55834576230,FIELD_IDENTIFIER,2,,,log,log,12,22,,,2
55834576231,FIELD_IDENTIFIER,2,,,log,log,12,23,,,2
55834576232,FIELD_IDENTIFIER,2,,,log,log,12,24,,,2
55834576233,FIELD_IDENTIFIER,2,,,log,log,12,25,,,2
55834576234,FIELD_IDENTIFIER,2,,,exit,exit,12,27,,,2
55834576235,FIELD_IDENTIFIER,2,,,error,error,12,29,,,2
55834576236,FIELD_IDENTIFIER,2,,,exit,exit,12,30,,,2
55834576237,FIELD_IDENTIFIER,2,,,getPool,getPool,0,3,,,2
55834576238,FIELD_IDENTIFIER,2,,,join,join,28,15,,,2
55834576239,FIELD_IDENTIFIER,2,,,readFileSync,readFileSync,22,16,,,2
55834576240,FIELD_IDENTIFIER,2,,,query,query,15,17,,,2
55834576241,FIELD_IDENTIFIER,2,,,log,log,12,18,,,2
55834576242,FIELD_IDENTIFIER,2,,,error,error,12,20,,,2
55834576243,FIELD_IDENTIFIER,2,,,message,message,58,20,,,2
55834576244,FIELD_IDENTIFIER,2,,,query,query,30,71,,,2
55834576245,FIELD_IDENTIFIER,2,,,push,push,6,72,,,2
55834576246,FIELD_IDENTIFIER,2,,,id,id,18,72,,,2
55834576247,FIELD_IDENTIFIER,2,,,push,push,6,73,,,2
55834576248,FIELD_IDENTIFIER,2,,,name,name,18,73,,,2
55834576249,FIELD_IDENTIFIER,2,,,push,push,6,74,,,2
55834576250,FIELD_IDENTIFIER,2,,,full_path,full_path,18,74,,,2
55834576251,FIELD_IDENTIFIER,2,,,push,push,6,75,,,2
55834576252,FIELD_IDENTIFIER,2,,,group_path,group_path,18,75,,,2
55834576253,FIELD_IDENTIFIER,2,,,push,push,6,76,,,2
55834576254,FIELD_IDENTIFIER,2,,,members_count,members_count,18,76,,,2
55834576255,FIELD_IDENTIFIER,2,,,push,push,6,77,,,2
55834576256,FIELD_IDENTIFIER,2,,,members,members,18,77,,,2
55834576257,FIELD_IDENTIFIER,2,,,members,members,55,77,,,2
55834576258,FIELD_IDENTIFIER,2,,,push,push,6,78,,,2
55834576259,FIELD_IDENTIFIER,2,,,last_activity_at,last_activity_at,18,78,,,2
55834576260,FIELD_IDENTIFIER,2,,,push,push,6,79,,,2
55834576261,FIELD_IDENTIFIER,2,,,parent_id,parent_id,18,79,,,2
55834576262,FIELD_IDENTIFIER,2,,,push,push,6,80,,,2
55834576263,FIELD_IDENTIFIER,2,,,visibility,visibility,18,80,,,2
55834576264,FIELD_IDENTIFIER,2,,,rows,rows,18,82,,,2
55834576265,FIELD_IDENTIFIER,2,,,error,error,12,84,,,2
55834576266,FIELD_IDENTIFIER,2,,,message,message,65,84,,,2
55834576267,FIELD_IDENTIFIER,2,,,next,next,4,104,,,2
55834576268,FIELD_IDENTIFIER,2,,,done,done,4,104,,,2
55834576269,FIELD_IDENTIFIER,2,,,value,value,4,104,,,2
55834576270,FIELD_IDENTIFIER,2,,,log,log,12,107,,,2
55834576271,FIELD_IDENTIFIER,2,,,length,length,37,107,,,2
55834576272,FIELD_IDENTIFIER,2,,,error,error,12,109,,,2
55834576273,FIELD_IDENTIFIER,2,,,message,message,66,109,,,2
55834576274,FIELD_IDENTIFIER,2,,,query,query,30,130,,,2
55834576275,FIELD_IDENTIFIER,2,,,rows,rows,18,131,,,2
55834576276,FIELD_IDENTIFIER,2,,,error,error,12,133,,,2
55834576277,FIELD_IDENTIFIER,2,,,message,message,71,133,,,2
55834576278,FIELD_IDENTIFIER,2,,,query,query,30,154,,,2
55834576279,FIELD_IDENTIFIER,2,,,push,push,44,154,,,2
55834576280,FIELD_IDENTIFIER,2,,,rows,rows,18,155,,,2
55834576281,FIELD_IDENTIFIER,2,,,error,error,12,157,,,2
55834576282,FIELD_IDENTIFIER,2,,,message,message,58,157,,,2
55834576283,FIELD_IDENTIFIER,2,,,query,query,30,171,,,2
55834576284,FIELD_IDENTIFIER,2,,,push,push,44,171,,,2
55834576285,FIELD_IDENTIFIER,2,,,rows,rows,18,172,,,2
55834576286,FIELD_IDENTIFIER,2,,,uuid,uuid,27,172,,,2
55834576287,FIELD_IDENTIFIER,2,,,error,error,12,174,,,2
55834576288,FIELD_IDENTIFIER,2,,,message,message,57,174,,,2
55834576289,FIELD_IDENTIFIER,2,,,query,query,30,194,,,2
55834576290,FIELD_IDENTIFIER,2,,,push,push,44,194,,,2
55834576291,FIELD_IDENTIFIER,2,,,push,push,48,194,,,2
55834576292,FIELD_IDENTIFIER,2,,,rows,rows,18,195,,,2
55834576293,FIELD_IDENTIFIER,2,,,error,error,12,197,,,2
55834576294,FIELD_IDENTIFIER,2,,,message,message,70,197,,,2
55834576295,FIELD_IDENTIFIER,2,,,query,query,30,223,,,2
55834576296,FIELD_IDENTIFIER,2,,,push,push,44,223,,,2
55834576297,FIELD_IDENTIFIER,2,,,rowCount,rowCount,18,224,,,2
55834576298,FIELD_IDENTIFIER,2,,,rowCount,rowCount,46,224,,,2
55834576299,FIELD_IDENTIFIER,2,,,error,error,12,226,,,2
55834576300,FIELD_IDENTIFIER,2,,,message,message,56,226,,,2
55834576301,FIELD_IDENTIFIER,2,,,query,query,30,240,,,2
55834576302,FIELD_IDENTIFIER,2,,,push,push,44,240,,,2
55834576303,FIELD_IDENTIFIER,2,,,rows,rows,18,241,,,2
55834576304,FIELD_IDENTIFIER,2,,,length,length,23,241,,,2
55834576305,FIELD_IDENTIFIER,2,,,error,error,12,243,,,2
55834576306,FIELD_IDENTIFIER,2,,,message,message,68,243,,,2
55834576307,FIELD_IDENTIFIER,2,,,id,id,38,258,,,2
55834576308,FIELD_IDENTIFIER,2,,,query,query,30,257,,,2
55834576309,FIELD_IDENTIFIER,2,,,rows,rows,18,258,,,2
55834576310,FIELD_IDENTIFIER,2,,,map,map,23,258,,,2
55834576311,FIELD_IDENTIFIER,2,,,error,error,12,260,,,2
55834576312,FIELD_IDENTIFIER,2,,,message,message,64,260,,,2
55834576313,FIELD_IDENTIFIER,2,,,project_id,project_id,56,291,,,2
55834576314,FIELD_IDENTIFIER,2,,,project_id,project_id,52,293,,,2
55834576315,FIELD_IDENTIFIER,2,,,query,query,30,310,,,2
55834576316,FIELD_IDENTIFIER,2,,,push,push,6,311,,,2
55834576317,FIELD_IDENTIFIER,2,,,push,push,6,312,,,2
55834576318,FIELD_IDENTIFIER,2,,,description,description,19,312,,,2
55834576319,FIELD_IDENTIFIER,2,,,push,push,6,313,,,2
55834576320,FIELD_IDENTIFIER,2,,,web_url,web_url,19,313,,,2
55834576321,FIELD_IDENTIFIER,2,,,push,push,6,314,,,2
55834576322,FIELD_IDENTIFIER,2,,,open_issues,open_issues,19,314,,,2
55834576323,FIELD_IDENTIFIER,2,,,push,push,6,315,,,2
55834576324,FIELD_IDENTIFIER,2,,,open_mrs,open_mrs,19,315,,,2
55834576325,FIELD_IDENTIFIER,2,,,push,push,6,316,,,2
55834576326,FIELD_IDENTIFIER,2,,,open_milestones_count,open_milestones_count,19,316,,,2
55834576327,FIELD_IDENTIFIER,2,,,push,push,6,317,,,2
55834576328,FIELD_IDENTIFIER,2,,,sonar_project_key,sonar_project_key,19,317,,,2
55834576329,FIELD_IDENTIFIER,2,,,push,push,6,318,,,2
55834576330,FIELD_IDENTIFIER,2,,,sonar_security_high,sonar_security_high,19,318,,,2
55834576331,FIELD_IDENTIFIER,2,,,push,push,6,319,,,2
55834576332,FIELD_IDENTIFIER,2,,,sonar_security_blocker,sonar_security_blocker,19,319,,,2
55834576333,FIELD_IDENTIFIER,2,,,push,push,6,320,,,2
55834576334,FIELD_IDENTIFIER,2,,,sonar_reliability_high,sonar_reliability_high,19,320,,,2
55834576335,FIELD_IDENTIFIER,2,,,push,push,6,321,,,2
55834576336,FIELD_IDENTIFIER,2,,,sonar_reliability_blocker,sonar_reliability_blocker,19,321,,,2
55834576337,FIELD_IDENTIFIER,2,,,push,push,6,322,,,2
55834576338,FIELD_IDENTIFIER,2,,,sonar_maintainability_high,sonar_maintainability_high,19,322,,,2
55834576339,FIELD_IDENTIFIER,2,,,push,push,6,323,,,2
55834576340,FIELD_IDENTIFIER,2,,,sonar_maintainability_blocker,sonar_maintainability_blocker,19,323,,,2
55834576341,FIELD_IDENTIFIER,2,,,rows,rows,18,325,,,2
55834576342,FIELD_IDENTIFIER,2,,,error,error,12,327,,,2
55834576343,FIELD_IDENTIFIER,2,,,message,message,64,327,,,2
55834576344,FIELD_IDENTIFIER,2,,,query,query,30,374,,,2
55834576345,FIELD_IDENTIFIER,2,,,rows,rows,18,375,,,2
55834576346,FIELD_IDENTIFIER,2,,,error,error,12,377,,,2
55834576347,FIELD_IDENTIFIER,2,,,message,message,82,377,,,2
55834576348,FIELD_IDENTIFIER,2,,,query,query,30,412,,,2
55834576349,FIELD_IDENTIFIER,2,,,push,push,44,412,,,2
55834576350,FIELD_IDENTIFIER,2,,,rows,rows,18,413,,,2
55834576351,FIELD_IDENTIFIER,2,,,error,error,12,415,,,2
55834576352,FIELD_IDENTIFIER,2,,,message,message,62,415,,,2
55834576353,FIELD_IDENTIFIER,2,,,query,query,30,453,,,2
55834576354,FIELD_IDENTIFIER,2,,,push,push,44,453,,,2
55834576355,FIELD_IDENTIFIER,2,,,rows,rows,18,454,,,2
55834576356,FIELD_IDENTIFIER,2,,,length,length,23,454,,,2
55834576357,FIELD_IDENTIFIER,2,,,rows,rows,43,454,,,2
55834576358,FIELD_IDENTIFIER,2,,,error,error,12,456,,,2
55834576359,FIELD_IDENTIFIER,2,,,message,message,76,456,,,2
55834576360,FIELD_IDENTIFIER,2,,,query,query,37,501,,,2
55834576361,FIELD_IDENTIFIER,2,,,push,push,7,503,,,2
55834576362,FIELD_IDENTIFIER,2,,,rows,rows,22,506,,,2
55834576363,FIELD_IDENTIFIER,2,,,length,length,27,506,,,2
55834576364,FIELD_IDENTIFIER,2,,,rows,rows,38,510,,,2
55834576365,FIELD_IDENTIFIER,2,,,uuid,uuid,46,510,,,2
55834576366,FIELD_IDENTIFIER,2,,,query,query,15,513,,,2
55834576367,FIELD_IDENTIFIER,2,,,push,push,8,518,,,2
55834576368,FIELD_IDENTIFIER,2,,,push,push,8,519,,,2
55834576369,FIELD_IDENTIFIER,2,,,push,push,8,520,,,2
55834576370,FIELD_IDENTIFIER,2,,,final_user_score,final_user_score,21,520,,,2
55834576371,FIELD_IDENTIFIER,2,,,push,push,8,521,,,2
55834576372,FIELD_IDENTIFIER,2,,,api_scores,api_scores,21,521,,,2
55834576373,FIELD_IDENTIFIER,2,,,api_score,api_score,33,521,,,2
55834576374,FIELD_IDENTIFIER,2,,,push,push,8,522,,,2
55834576375,FIELD_IDENTIFIER,2,,,combined_score,combined_score,21,522,,,2
55834576376,FIELD_IDENTIFIER,2,,,log,log,12,526,,,2
55834576377,FIELD_IDENTIFIER,2,,,error,error,12,528,,,2
55834576378,FIELD_IDENTIFIER,2,,,message,message,62,528,,,2
55834576379,FIELD_IDENTIFIER,2,,,query,query,30,557,,,2
55834576380,FIELD_IDENTIFIER,2,,,push,push,44,557,,,2
55834576381,FIELD_IDENTIFIER,2,,,rows,rows,18,558,,,2
55834576382,FIELD_IDENTIFIER,2,,,length,length,23,558,,,2
55834576383,FIELD_IDENTIFIER,2,,,rows,rows,43,558,,,2
55834576384,FIELD_IDENTIFIER,2,,,error,error,12,560,,,2
55834576385,FIELD_IDENTIFIER,2,,,message,message,68,560,,,2
55834576386,FIELD_IDENTIFIER,2,,,query,query,30,587,,,2
55834576387,FIELD_IDENTIFIER,2,,,push,push,44,587,,,2
55834576388,FIELD_IDENTIFIER,2,,,rows,rows,18,588,,,2
55834576389,FIELD_IDENTIFIER,2,,,error,error,12,590,,,2
55834576390,FIELD_IDENTIFIER,2,,,message,message,69,590,,,2
55834576391,FIELD_IDENTIFIER,2,,,query,query,30,617,,,2
55834576392,FIELD_IDENTIFIER,2,,,push,push,44,617,,,2
55834576393,FIELD_IDENTIFIER,2,,,rows,rows,18,618,,,2
55834576394,FIELD_IDENTIFIER,2,,,error,error,12,620,,,2
55834576395,FIELD_IDENTIFIER,2,,,message,message,75,620,,,2
55834576396,FIELD_IDENTIFIER,2,,,query,query,30,651,,,2
55834576397,FIELD_IDENTIFIER,2,,,rows,rows,18,652,,,2
55834576398,FIELD_IDENTIFIER,2,,,error,error,12,654,,,2
55834576399,FIELD_IDENTIFIER,2,,,message,message,71,654,,,2
55834576400,FIELD_IDENTIFIER,2,,,query,query,30,688,,,2
55834576401,FIELD_IDENTIFIER,2,,,rows,rows,18,689,,,2
55834576402,FIELD_IDENTIFIER,2,,,error,error,12,691,,,2
55834576403,FIELD_IDENTIFIER,2,,,message,message,72,691,,,2
55834576404,FIELD_IDENTIFIER,2,,,query,query,30,703,,,2
55834576405,FIELD_IDENTIFIER,2,,,rows,rows,27,704,,,2
55834576406,FIELD_IDENTIFIER,2,,,count,count,35,704,,,2
55834576407,FIELD_IDENTIFIER,2,,,error,error,12,706,,,2
55834576408,FIELD_IDENTIFIER,2,,,message,message,65,706,,,2
55834576409,FIELD_IDENTIFIER,2,,,query,query,30,718,,,2
55834576410,FIELD_IDENTIFIER,2,,,rows,rows,27,719,,,2
55834576411,FIELD_IDENTIFIER,2,,,count,count,35,719,,,2
55834576412,FIELD_IDENTIFIER,2,,,error,error,12,721,,,2
55834576413,FIELD_IDENTIFIER,2,,,message,message,67,721,,,2
55834576414,FIELD_IDENTIFIER,2,,,query,query,30,753,,,2
55834576415,FIELD_IDENTIFIER,2,,,rows,rows,18,754,,,2
55834576416,FIELD_IDENTIFIER,2,,,error,error,12,756,,,2
55834576417,FIELD_IDENTIFIER,2,,,message,message,67,756,,,2
55834576418,FIELD_IDENTIFIER,2,,,query,query,30,789,,,2
55834576419,FIELD_IDENTIFIER,2,,,push,push,44,789,,,2
55834576420,FIELD_IDENTIFIER,2,,,rows,rows,18,790,,,2
55834576421,FIELD_IDENTIFIER,2,,,error,error,12,792,,,2
55834576422,FIELD_IDENTIFIER,2,,,message,message,71,792,,,2
55834576423,FIELD_IDENTIFIER,2,,,getPool,getPool,0,2,,,2
55834576424,FIELD_IDENTIFIER,2,,,initializeTables,initializeTables,0,11,,,2
55834576425,FIELD_IDENTIFIER,2,,,syncProjectToRegistry,syncProjectToRegistry,0,35,,,2
55834576426,FIELD_IDENTIFIER,2,,,syncProjectsToRegistry,syncProjectsToRegistry,0,92,,,2
55834576427,FIELD_IDENTIFIER,2,,,getAllProjectsFromRegistry,getAllProjectsFromRegistry,0,117,,,2
55834576428,FIELD_IDENTIFIER,2,,,getProjectById,getProjectById,0,141,,,2
55834576429,FIELD_IDENTIFIER,2,,,getProjectUUID,getProjectUUID,0,165,,,2
55834576430,FIELD_IDENTIFIER,2,,,setProjectTracked,setProjectTracked,0,183,,,2
55834576431,FIELD_IDENTIFIER,2,,,trackProject,trackProject,0,205,,,2
55834576432,FIELD_IDENTIFIER,2,,,untrackProject,untrackProject,0,212,,,2
55834576433,FIELD_IDENTIFIER,2,,,isProjectTracked,isProjectTracked,0,234,,,2
55834576434,FIELD_IDENTIFIER,2,,,getTrackedProjectIds,getTrackedProjectIds,0,251,,,2
55834576435,FIELD_IDENTIFIER,2,,,insertProjectSnapshot,insertProjectSnapshot,0,273,,,2
55834576436,FIELD_IDENTIFIER,2,,,getLatestSnapshotsForTrackedProjects,getLatestSnapshotsForTrackedProjects,0,336,,,2
55834576437,FIELD_IDENTIFIER,2,,,getProjectSnapshots,getProjectSnapshots,0,385,,,2
55834576438,FIELD_IDENTIFIER,2,,,getLatestSnapshotByProjectName,getLatestSnapshotByProjectName,0,425,,,2
55834576439,FIELD_IDENTIFIER,2,,,syncProject,syncProject,0,468,,,2
55834576440,FIELD_IDENTIFIER,2,,,syncProjects,syncProjects,0,473,,,2
55834576441,FIELD_IDENTIFIER,2,,,getAllProjectsFromDB,getAllProjectsFromDB,0,478,,,2
55834576442,FIELD_IDENTIFIER,2,,,getTrackedProjects,getTrackedProjects,0,483,,,2
55834576443,FIELD_IDENTIFIER,2,,,saveProjectInsights,saveProjectInsights,0,493,,,2
55834576444,FIELD_IDENTIFIER,2,,,getLatestProjectInsights,getLatestProjectInsights,0,536,,,2
55834576445,FIELD_IDENTIFIER,2,,,getProjectInsightsHistory,getProjectInsightsHistory,0,568,,,2
55834576446,FIELD_IDENTIFIER,2,,,getProjectInsightsHistoryById,getProjectInsightsHistoryById,0,598,,,2
55834576447,FIELD_IDENTIFIER,2,,,getAllProjectsWithInsights,getAllProjectsWithInsights,0,628,,,2
55834576448,FIELD_IDENTIFIER,2,,,getAllLatestProjectInsights,getAllLatestProjectInsights,0,662,,,2
55834576449,FIELD_IDENTIFIER,2,,,getTotalProjectsCount,getTotalProjectsCount,0,699,,,2
55834576450,FIELD_IDENTIFIER,2,,,getTrackedProjectsCount,getTrackedProjectsCount,0,714,,,2
55834576451,FIELD_IDENTIFIER,2,,,getLatestCombinedScores,getLatestCombinedScores,0,729,,,2
55834576452,FIELD_IDENTIFIER,2,,,getProjectsNeedingAttention,getProjectsNeedingAttention,0,764,,,2
55834576453,FIELD_IDENTIFIER,2,,,json,json,6,40,,,2
55834576454,FIELD_IDENTIFIER,2,,,message,message,4,41,,,2
55834576455,FIELD_IDENTIFIER,2,,,version,version,4,42,,,2
55834576456,FIELD_IDENTIFIER,2,,,status,status,4,43,,,2
55834576457,FIELD_IDENTIFIER,2,,,status,status,6,49,,,2
55834576458,FIELD_IDENTIFIER,2,,,json,json,18,49,,,2
55834576459,FIELD_IDENTIFIER,2,,,success,success,4,50,,,2
55834576460,FIELD_IDENTIFIER,2,,,error,error,4,51,,,2
55834576461,FIELD_IDENTIFIER,2,,,message,message,4,52,,,2
55834576462,FIELD_IDENTIFIER,2,,,method,method,27,52,,,2
55834576463,FIELD_IDENTIFIER,2,,,url,url,41,52,,,2
55834576464,FIELD_IDENTIFIER,2,,,log,log,14,82,,,2
55834576465,FIELD_IDENTIFIER,2,,,log,log,14,83,,,2
55834576466,FIELD_IDENTIFIER,2,,,log,log,14,70,,,2
55834576467,FIELD_IDENTIFIER,2,,,log,log,14,72,,,2
55834576468,FIELD_IDENTIFIER,2,,,warn,warn,14,74,,,2
55834576469,FIELD_IDENTIFIER,2,,,message,message,72,74,,,2
55834576470,FIELD_IDENTIFIER,2,,,listen,listen,8,81,,,2
55834576471,FIELD_IDENTIFIER,2,,,error,error,12,86,,,2
55834576472,FIELD_IDENTIFIER,2,,,exit,exit,12,87,,,2
55834576473,FIELD_IDENTIFIER,2,,,Application,Application,0,1,,,2
55834576474,FIELD_IDENTIFIER,2,,,Request,Request,0,1,,,2
55834576475,FIELD_IDENTIFIER,2,,,Response,Response,0,1,,,2
55834576476,FIELD_IDENTIFIER,2,,,NextFunction,NextFunction,0,1,,,2
55834576477,FIELD_IDENTIFIER,2,,,errorHandler,errorHandler,0,12,,,2
55834576478,FIELD_IDENTIFIER,2,,,connectDB,connectDB,0,13,,,2
55834576479,FIELD_IDENTIFIER,2,,,initializeTables,initializeTables,0,14,,,2
55834576480,FIELD_IDENTIFIER,2,,,autoMapSonarProjectKeys,autoMapSonarProjectKeys,0,15,,,2
55834576481,FIELD_IDENTIFIER,2,,,initWeeklyDoraSnapshotScheduler,initWeeklyDoraSnapshotScheduler,0,16,,,2
55834576482,FIELD_IDENTIFIER,2,,,config,config,7,6,,,2
55834576483,FIELD_IDENTIFIER,2,,,path,path,4,7,,,2
55834576484,FIELD_IDENTIFIER,2,,,env,env,18,7,,,2
55834576485,FIELD_IDENTIFIER,2,,,NODE_ENV,NODE_ENV,22,7,,,2
55834576486,FIELD_IDENTIFIER,2,,,env,env,21,19,,,2
55834576487,FIELD_IDENTIFIER,2,,,PORT,PORT,25,19,,,2
55834576488,FIELD_IDENTIFIER,2,,,use,use,4,22,,,2
55834576489,FIELD_IDENTIFIER,2,,,origin,origin,2,23,,,2
55834576490,FIELD_IDENTIFIER,2,,,push,push,4,24,,,2
55834576491,FIELD_IDENTIFIER,2,,,push,push,4,25,,,2
55834576492,FIELD_IDENTIFIER,2,,,push,push,4,26,,,2
55834576493,FIELD_IDENTIFIER,2,,,push,push,4,27,,,2
55834576494,FIELD_IDENTIFIER,2,,,env,env,12,27,,,2
55834576495,FIELD_IDENTIFIER,2,,,CLIENT_URL,CLIENT_URL,16,27,,,2
55834576496,FIELD_IDENTIFIER,2,,,filter,filter,4,28,,,2
55834576497,FIELD_IDENTIFIER,2,,,credentials,credentials,2,29,,,2
55834576498,FIELD_IDENTIFIER,2,,,use,use,4,32,,,2
55834576499,FIELD_IDENTIFIER,2,,,json,json,16,32,,,2
55834576500,FIELD_IDENTIFIER,2,,,limit,limit,23,32,,,2
55834576501,FIELD_IDENTIFIER,2,,,use,use,4,33,,,2
55834576502,FIELD_IDENTIFIER,2,,,urlencoded,urlencoded,16,33,,,2
55834576503,FIELD_IDENTIFIER,2,,,limit,limit,29,33,,,2
55834576504,FIELD_IDENTIFIER,2,,,extended,extended,44,33,,,2
55834576505,FIELD_IDENTIFIER,2,,,use,use,4,36,,,2
55834576506,FIELD_IDENTIFIER,2,,,get,get,4,39,,,2
55834576507,FIELD_IDENTIFIER,2,,,use,use,4,48,,,2
55834576508,FIELD_IDENTIFIER,2,,,use,use,4,57,,,2
55834576509,FIELD_IDENTIFIER,2,,,error,error,10,5,,,2
55834576510,FIELD_IDENTIFIER,2,,,stack,stack,30,5,,,2
55834576511,FIELD_IDENTIFIER,2,,,status,status,6,7,,,2
55834576512,FIELD_IDENTIFIER,2,,,json,json,18,7,,,2
55834576513,FIELD_IDENTIFIER,2,,,success,success,4,8,,,2
55834576514,FIELD_IDENTIFIER,2,,,error,error,4,9,,,2
55834576515,FIELD_IDENTIFIER,2,,,message,message,4,10,,,2
55834576516,FIELD_IDENTIFIER,2,,,message,message,17,10,,,2
55834576517,FIELD_IDENTIFIER,2,,,Request,Request,0,2,,,2
55834576518,FIELD_IDENTIFIER,2,,,Response,Response,0,2,,,2
55834576519,FIELD_IDENTIFIER,2,,,NextFunction,NextFunction,0,2,,,2
55834576520,FIELD_IDENTIFIER,2,,,errorHandler,errorHandler,0,4,,,2
55834576521,FIELD_IDENTIFIER,2,,,Router,Router,0,4,,,2
55834576522,FIELD_IDENTIFIER,2,,,createDeploymentFrequency,createDeploymentFrequency,0,5,,,2
55834576523,FIELD_IDENTIFIER,2,,,createLeadTimeChange,createLeadTimeChange,0,5,,,2
55834576524,FIELD_IDENTIFIER,2,,,createChangeFailureRate,createChangeFailureRate,0,5,,,2
55834576525,FIELD_IDENTIFIER,2,,,createTimeToRestoreService,createTimeToRestoreService,0,5,,,2
55834576526,FIELD_IDENTIFIER,2,,,getDeploymentFrequency,getDeploymentFrequency,0,5,,,2
55834576527,FIELD_IDENTIFIER,2,,,getLeadTimeChanges,getLeadTimeChanges,0,5,,,2
55834576528,FIELD_IDENTIFIER,2,,,getChangeFailureRates,getChangeFailureRates,0,5,,,2
55834576529,FIELD_IDENTIFIER,2,,,getTimeToRestoreServices,getTimeToRestoreServices,0,5,,,2
55834576530,FIELD_IDENTIFIER,2,,,getDoraMetricsSummary,getDoraMetricsSummary,0,5,,,2
55834576531,FIELD_IDENTIFIER,2,,,deleteDeploymentFrequencyRecord,deleteDeploymentFrequencyRecord,0,5,,,2
55834576532,FIELD_IDENTIFIER,2,,,deleteLeadTimeChangeRecord,deleteLeadTimeChangeRecord,0,5,,,2
55834576533,FIELD_IDENTIFIER,2,,,deleteChangeFailureRateRecord,deleteChangeFailureRateRecord,0,5,,,2
55834576534,FIELD_IDENTIFIER,2,,,deleteTimeToRestoreServiceRecord,deleteTimeToRestoreServiceRecord,0,5,,,2
55834576535,FIELD_IDENTIFIER,2,,,searchDeployments,searchDeployments,0,5,,,2
55834576536,FIELD_IDENTIFIER,2,,,getWeeklySnapshots,getWeeklySnapshots,0,5,,,2
55834576537,FIELD_IDENTIFIER,2,,,manualCaptureLastWeek,manualCaptureLastWeek,0,5,,,2
55834576538,FIELD_IDENTIFIER,2,,,getDoraTrendsController,getDoraTrendsController,0,5,,,2
55834576539,FIELD_IDENTIFIER,2,,,post,post,7,28,,,2
55834576540,FIELD_IDENTIFIER,2,,,post,post,7,29,,,2
55834576541,FIELD_IDENTIFIER,2,,,post,post,7,30,,,2
55834576542,FIELD_IDENTIFIER,2,,,post,post,7,31,,,2
55834576543,FIELD_IDENTIFIER,2,,,get,get,7,34,,,2
55834576544,FIELD_IDENTIFIER,2,,,get,get,7,35,,,2
55834576545,FIELD_IDENTIFIER,2,,,get,get,7,36,,,2
55834576546,FIELD_IDENTIFIER,2,,,get,get,7,37,,,2
55834576547,FIELD_IDENTIFIER,2,,,get,get,7,38,,,2
55834576548,FIELD_IDENTIFIER,2,,,get,get,7,41,,,2
55834576549,FIELD_IDENTIFIER,2,,,get,get,7,44,,,2
55834576550,FIELD_IDENTIFIER,2,,,get,get,7,47,,,2
55834576551,FIELD_IDENTIFIER,2,,,post,post,7,50,,,2
55834576552,FIELD_IDENTIFIER,2,,,delete,delete,7,53,,,2
55834576553,FIELD_IDENTIFIER,2,,,delete,delete,7,54,,,2
55834576554,FIELD_IDENTIFIER,2,,,delete,delete,7,55,,,2
55834576555,FIELD_IDENTIFIER,2,,,delete,delete,7,56,,,2
55834576556,FIELD_IDENTIFIER,2,,,json,json,6,20,,,2
55834576557,FIELD_IDENTIFIER,2,,,status,status,13,20,,,2
55834576558,FIELD_IDENTIFIER,2,,,verifyConnection,verifyConnection,48,26,,,2
55834576559,FIELD_IDENTIFIER,2,,,json,json,8,27,,,2
55834576560,FIELD_IDENTIFIER,2,,,connected,connected,15,27,,,2
55834576561,FIELD_IDENTIFIER,2,,,status,status,8,29,,,2
55834576562,FIELD_IDENTIFIER,2,,,json,json,20,29,,,2
55834576563,FIELD_IDENTIFIER,2,,,error,error,27,29,,,2
